20～24歳,3036783,3362456,3835815,4196415,4125266,4496297,5279558,4531815,3932017,4171800,4437613,4979898,4254807,3688907,3228469,3076000,3014733,3026264,3038927,3063388,3063070,3015955
25～29歳,2670248,2410913,2821898,3775382,4094656,4157028,4490569,5392687,4513252,3924500,4035709,4369726,4894452,4118834,3642952,3304000,3210180,3126981,3063386,3011184,2999849,3037520
30～34歳,2379492,2380687,2360240,2797239,3746898,4147254,4158837,4597513,5388380,4541300,3891907,4034652,4365637,4866021,4180032,3703000,3652706,3578557,3502750,3407503,3300059,3244513
35～39歳,2093446,2329559,2376105,2319498,2763208,3747509,4102995,4190146,4568728,5388600,4499773,3889083,4035168,4346968,4926663,4328000,4191265,4033393,3907152,3804868,3724188,3676249
40～44歳,1767627,2110608,2198955,2324750,2274344,2729666,3647406,4107047,4137879,4493600,5333198,4482072,3882767,4020793,4381848,4898000,4922423,4854270,4716029,4537753,4341201,4203382
45～49歳,1591179,1964211,2018848,2135515,2256804,2224594,2656868,3638962,4016696,4052900,4471972,5289590,4436003,3837649,4015388,4279000,4365334,4625678,4715606,4820728,4891569,4915362
50～54歳,1404376,1599724,1719275,1929249,2040674,2172903,2139891,2597119,3531231,3898200,3990975,4393729,5186499,4361543,3807362,3860000,3982000,3919357,4047688,4150617,4254560,4328140
55～59歳,1255092,1316939,1378661,1607703,1802182,1930469,2028700,2057581,2494018,3391200,3781532,3885871,4274659,5064582,4296539,3769000,3749854,3724301,3748913,3779120,3809196,3913473
60～64歳,916820,996535,1109567,1226793,1437574,1625089,1746039,1924318,1932902,2348700,3234444,3597767,3739992,4148525,4936772,4379000,4181397,3990242,3817694,3714721,3682399,3638915
65～69歳,630008,764449,795919,919056,1026993,1218867,1393260,1563671,1734457,1770900,2189318,2987287,3352690,3543105,3933785,4391000,4699236,4946701,4773046,4506587,4191592,3969678
70～74歳,394223,485226,540291,593776,693566,788994,958330,1143548,1312106,1486100,1556586,1931305,2666691,3040918,3235341,3674000,3608735,3435607,3611404,3850818,4075907,4313957
75～79歳,224829,213053,267690,342059,376706,451871,530763,686223,845842,996700,1196534,1254390,1621115,2256826,2593169,2758000,2806665,2894568,2997375,3089021,3225463,3131812
80～84歳,95043,82442,95589,133192,169144,186946,240917,307179,416672,547500,678463,821596,913181,1221288,1700191,1938000,2009820,2089763,2150399,2187107,2191157,2223391
85～89歳,25930,19215,24507,33852,48193,60127,71438,100742,138497,191600,275903,361022,476535,554715,747287,1027000,1065311,1117351,1170638,1222397,1270870,1320742
90～94歳,4286,4009,4250,5829,8260,13728,17472,21667,33162,55200,81460,116908,176312,210661,242932,311000,335740,377000,416000,451000,481000,497812
95～99歳,…,…,…,…,…,…,…,…,…,…,…,…,…,41455,55994,62000,63468,67000,70000,76000,87000,93166
100歳以上,…,…,…,…,…,…,…,…,…,…,…,…,…,3761,5859,8000,8361,9000,9000,9000,9000,9788
65歳以上(再掲),1374319,1568394,1728246,2027764,2322862,2720533,3212180,3823030,4480736,5048100,5978264,7472508,9206524,10872729,12514558,14169000,14597336,14936894,15197436,15391849,15531436,15560346
75歳以上(再掲),350088,318719,392036,514932,602303,712672,860590,1115811,1434173,1791000,2232360,2553916,3187143,4288706,5345432,6105000,6289365,6554586,6812986,7034444,7263937,7276711
80歳以上(再掲),125259,105666,124346,172873,225597,260801,329827,429588,588331,794300,1035826,1299526,1566028,2031880,2752263,3347000,3482700,3660018,3815611,3945423,4038474,4144899
85歳以上(再掲),30216,23224,28757,39681,56453,73855,88910,122409,171659,246800,357363,477930,652847,810592,1052072,1408000,1472880,1570255,1665212,1758316,1847317,1921508
